date,Close,Net,chg,Open,Low,High,Volume
44517.00,15921.57,-52.28,0.00,15973.62,15909.39,15998.57,966811884.00
44516.00,15973.86,120.01,0.01,15840.32,15825.00,15989.61,1014052166.00
44515.00,15853.85,-7.11,0.00,15894.82,15778.31,15918.45,952144705.00
44512.00,15860.96,156.68,0.01,15752.62,15705.38,15874.58,988929577.00
44511.00,15704.28,81.58,0.01,15752.08,15695.77,15768.03,867114213.00
44510.00,15622.71,-263.84,-0.02,15753.84,15543.68,15867.24,989632209.00
44509.00,15886.54,-95.81,-0.01,16024.13,15836.68,16035.21,1028740820.00
44508.00,15982.36,10.77,0.00,15995.72,15961.81,16038.23,1057188261.00
44505.00,15971.59,31.28,0.00,16003.56,15900.78,16053.39,1060776300.00
44504.00,15940.31,128.72,0.01,15849.74,15827.66,15966.09,1017377940.00
44503.00,15811.58,161.98,0.01,15658.52,15616.44,15821.58,1002861726.00
44502.00,15649.60,53.69,0.00,15583.99,15569.27,15656.60,997883896.00
44501.00,15595.92,97.53,0.01,15541.26,15470.82,15598.95,1002277018.00
44498.00,15498.39,50.27,0.00,15323.29,15323.29,15504.12,1058486997.00
44497.00,15448.12,212.28,0.01,15304.74,15290.31,15452.30,1061639717.00
44496.00,15235.84,0.12,0.00,15276.00,15235.84,15364.54,1091994952.00
44495.00,15235.72,9.01,0.00,15317.50,15198.23,15384.00,1220780849.00
44494.00,15226.71,136.51,0.01,15142.92,15070.75,15259.63,1091604900.00
44491.00,15090.20,-125.50,-0.01,15158.07,15021.02,15193.01,1104237237.00
44490.00,15215.70,94.02,0.01,15104.80,15094.14,15222.26,891241255.00
44489.00,15121.68,-7.41,0.00,15160.00,15071.15,15178.39,743426708.00
44488.00,15129.09,107.28,0.01,15073.13,15049.73,15137.85,788582194.00
44487.00,15021.81,124.47,0.01,14839.74,14833.28,15026.68,798365016.00
44484.00,14897.34,73.91,0.00,14891.24,14847.97,14904.98,924170291.00
44483.00,14823.43,251.79,0.02,14717.50,14699.53,14827.56,815456565.00
44482.00,14571.64,105.71,0.01,14537.17,14471.88,14589.28,760210664.00
44481.00,14465.93,-20.28,0.00,14539.09,14441.60,14552.71,768398416.00
44480.00,14486.20,-93.34,-0.01,14540.08,14482.62,14665.99,664488811.00
44477.00,14579.54,-74.48,-0.01,14694.72,14569.68,14699.91,670937356.00
44476.00,14654.02,152.11,0.01,14631.80,14615.14,14755.72,798155702.00
44475.00,14501.91,68.08,0.00,14289.45,14259.07,14509.55,817526821.00
44474.00,14433.83,178.34,0.01,14312.86,14299.78,14508.65,805231796.00
44473.00,14255.49,-311.21,-0.02,14493.12,14181.69,14499.74,920426011.00
44470.00,14566.70,118.12,0.01,14494.93,14324.01,14606.82,913084037.00
44469.00,14448.58,-63.86,0.00,14582.60,14444.30,14632.36,1136438956.00
44468.00,14512.44,-34.24,0.00,14614.88,14493.67,14676.62,980968651.00
44467.00,14546.68,-423.29,-0.03,14787.21,14539.88,14817.74,996260282.00
44466.00,14969.97,-77.73,-0.01,14954.18,14864.96,15003.16,894614814.00
44463.00,15047.70,-4.55,0.00,14961.62,14946.57,15067.56,773435544.00
44462.00,15052.24,155.40,0.01,14960.00,14932.51,15085.44,788228050.00
44461.00,14896.85,150.45,0.01,14800.59,14767.02,14950.12,831124951.00
44460.00,14746.40,32.49,0.00,14803.36,14696.47,14847.03,873640743.00
44459.00,14713.90,-330.07,-0.02,14758.14,14530.07,14841.82,1096026359.00
44456.00,15043.97,-137.96,-0.01,15163.36,14998.73,15166.56,2749747100.00
44455.00,15181.92,20.40,0.00,15120.09,15047.14,15205.50,833065671.00
44454.00,15161.53,123.77,0.01,15071.34,14984.68,15174.38,987746795.00
44453.00,15037.76,-67.82,0.00,15168.45,15008.30,15181.19,884509626.00
44452.00,15105.58,-9.91,0.00,15211.43,15030.85,15215.44,943774056.00
44449.00,15115.49,-132.76,-0.01,15332.92,15111.31,15349.47,889076466.00
44448.00,15248.25,-38.38,0.00,15296.06,15245.18,15352.38,793921874.00
44447.00,15286.64,-87.69,-0.01,15360.35,15206.61,15360.35,799129767.00
44446.00,15374.33,10.81,0.00,15375.98,15343.28,15403.44,813759517.00
44442.00,15363.52,32.34,0.00,15313.42,15283.67,15375.56,713302653.00
44441.00,15331.18,21.80,0.00,15358.47,15285.35,15380.07,771822433.00
44440.00,15309.38,50.15,0.00,15308.98,15302.11,15379.50,836301894.00
44439.00,15259.24,-6.65,0.00,15262.88,15202.67,15278.96,981940840.00
44438.00,15265.89,136.39,0.01,15165.94,15165.12,15288.08,807575054.00
44435.00,15129.50,183.69,0.01,14969.77,14966.52,15144.48,857196944.00
44434.00,14945.81,-96.05,-0.01,15025.17,14939.56,15059.63,698672701.00
44433.00,15041.86,22.06,0.00,15039.03,15011.58,15059.43,760113941.00
44432.00,15019.80,77.15,0.01,14978.14,14965.54,15034.89,737234249.00
44431.00,14942.65,227.99,0.02,14776.98,14776.98,14963.47,782665013.00
44428.00,14714.66,172.88,0.01,14571.53,14571.53,14722.16,828727823.00
44427.00,14541.79,15.87,0.00,14423.16,14423.16,14610.76,841842784.00
44426.00,14525.91,-130.27,-0.01,14636.24,14516.30,14697.25,764919211.00
44425.00,14656.18,-137.58,-0.01,14670.56,14550.88,14716.95,797610476.00
44424.00,14793.76,-29.14,0.00,14771.53,14610.02,14794.68,774042932.00
44421.00,14822.90,6.64,0.00,14825.07,14797.22,14850.61,774675236.00
44420.00,14816.26,51.13,0.00,14751.36,14698.94,14824.31,783876363.00
44419.00,14765.14,-22.95,0.00,14834.38,14692.41,14842.50,787414054.00
44418.00,14788.09,-72.09,0.00,14887.75,14754.48,14894.61,781073842.00
44417.00,14860.18,24.41,0.00,14855.76,14802.69,14883.81,801118606.00
44414.00,14835.76,-59.35,0.00,14864.22,14788.59,14890.18,817603036.00
44413.00,14895.12,114.58,0.01,14794.08,14776.03,14896.48,842718187.00
44412.00,14780.53,19.24,0.00,14747.21,14734.12,14812.37,875560526.00
44411.00,14761.30,80.23,0.01,14714.00,14584.09,14762.60,831948664.00
44410.00,14681.07,8.39,0.00,14758.60,14665.67,14770.41,752758340.00
44407.00,14672.68,-105.59,-0.01,14615.85,14615.85,14728.79,788205706.00
44406.00,14778.26,15.68,0.00,14771.17,14761.38,14833.74,760012010.00
44405.00,14762.58,102.01,0.01,14715.66,14645.63,14798.88,839138233.00
44404.00,14660.58,-180.14,-0.01,14807.95,14503.76,14811.08,885235203.00
44403.00,14840.71,3.72,0.00,14821.03,14790.49,14863.65,850808959.00
44400.00,14836.99,152.39,0.01,14753.06,14698.77,14846.06,758411285.00
44399.00,14684.60,52.64,0.00,14652.72,14617.87,14694.19,712056629.00
44398.00,14631.95,133.08,0.01,14508.75,14498.65,14633.15,801830614.00
44397.00,14498.88,223.89,0.02,14330.46,14271.23,14555.75,1033470003.00
44396.00,14274.98,-152.25,-0.01,14235.98,14178.66,14313.60,916443497.00
44393.00,14427.24,-115.90,-0.01,14597.51,14413.32,14623.02,811424177.00
44392.00,14543.13,-101.82,-0.01,14635.78,14451.80,14650.38,832917657.00
44391.00,14644.95,-32.70,0.00,14780.90,14632.95,14790.55,862698378.00
44390.00,14677.65,-55.59,0.00,14715.13,14660.19,14803.68,805386696.00
44389.00,14733.24,31.32,0.00,14743.86,14672.63,14761.08,753860291.00
44386.00,14701.92,142.13,0.01,14578.43,14552.26,14710.20,756927198.00
44385.00,14559.79,-105.28,-0.01,14409.20,14371.59,14610.06,920115829.00
44384.00,14665.06,1.42,0.00,14753.42,14580.79,14755.33,889860820.00
44383.00,14663.64,24.31,0.00,14661.55,14529.80,14687.00,909249127.00
44379.00,14639.33,116.95,0.01,14582.98,14555.34,14649.11,724356287.00
44378.00,14522.38,18.42,0.00,14493.69,14439.40,14533.55,843428616.00
44377.00,14503.95,-24.38,0.00,14509.85,14478.06,14526.81,1081520142.00
44376.00,14528.34,27.83,0.00,14509.19,14471.38,14535.97,908396840.00
44375.00,14500.51,140.12,0.01,14417.81,14417.20,14505.19,898050186.00
44372.00,14360.39,-9.32,0.00,14400.81,14337.65,14409.08,3124153817.00
44371.00,14369.71,97.98,0.01,14357.27,14333.70,14414.46,807034978.00
44370.00,14271.73,18.47,0.00,14263.38,14246.30,14317.66,852776840.00
44369.00,14253.27,111.79,0.01,14138.29,14121.00,14269.77,891228587.00
44368.00,14141.48,111.10,0.01,14047.42,13960.04,14150.78,969704861.00
44365.00,14030.38,-130.97,-0.01,14096.93,14009.04,14129.22,2135672392.00
44364.00,14161.35,121.67,0.01,13999.13,13998.93,14196.21,990644508.00
44363.00,14039.68,-33.17,0.00,14085.55,13903.73,14129.69,981269264.00
44362.00,14072.86,-101.29,-0.01,14166.64,14052.16,14171.02,880025753.00
44361.00,14174.14,104.72,0.01,14083.47,14056.67,14175.45,895425686.00
44358.00,14069.42,49.09,0.00,14030.85,14006.59,14069.42,824117998.00
44357.00,14020.33,108.58,0.01,13933.88,13904.40,14031.19,929346718.00
44356.00,13911.75,-13.16,0.00,13980.23,13906.45,14003.50,1085629787.00
44355.00,13924.91,43.19,0.00,13946.32,13831.98,13981.72,1168922550.00
44354.00,13881.72,67.23,0.00,13802.82,13784.89,13889.11,916968454.00
44351.00,13814.49,199.98,0.01,13697.25,13692.01,13826.82,806244133.00
44350.00,13614.51,-141.82,-0.01,13655.75,13548.93,13684.13,1019613120.00
44349.00,13756.33,19.85,0.00,13743.24,13689.74,13775.89,996751921.00
44348.00,13736.48,-12.26,0.00,13829.06,13678.77,13836.17,884815094.00
44344.00,13748.74,12.46,0.00,13792.05,13747.61,13820.87,911241338.00
44343.00,13736.28,-1.72,0.00,13742.59,13701.63,13776.52,1412304903.00
44342.00,13738.00,80.82,0.01,13693.94,13679.59,13750.16,819714257.00
44341.00,13657.17,-4.00,0.00,13721.54,13631.80,13751.14,823660550.00
44340.00,13661.17,190.18,0.01,13557.21,13551.01,13708.85,730822921.00
44337.00,13470.99,-64.75,0.00,13616.19,13463.27,13616.58,786548938.00
44336.00,13535.74,236.00,0.02,13356.63,13355.71,13563.52,810406383.00
44335.00,13299.74,-3.90,0.00,13078.19,13072.23,13304.61,879285335.00
44334.00,13303.64,-75.41,-0.01,13416.90,13299.93,13485.35,852726007.00
44333.00,13379.05,-50.93,0.00,13368.80,13265.40,13399.17,799858487.00
44330.00,13429.98,304.99,0.02,13255.65,13242.97,13460.88,854904069.00
44329.00,13124.99,93.31,0.01,13150.94,13007.24,13247.87,986834779.00
44328.00,13031.68,-357.75,-0.03,13215.49,13002.54,13288.61,985256383.00
44327.00,13389.43,-12.43,0.00,13115.85,13107.67,13423.31,983049459.00
44326.00,13401.86,-350.38,-0.03,13687.60,13401.75,13687.93,1020166775.00
44323.00,13752.24,119.40,0.01,13723.09,13690.75,13828.62,873188820.00
44322.00,13632.84,50.42,0.00,13557.83,13439.39,13635.74,1041221565.00
44321.00,13582.42,-51.08,0.00,13731.13,13553.93,13753.05,909083776.00
44320.00,13633.50,-261.62,-0.02,13774.51,13485.59,13795.57,1092573348.00
44319.00,13895.12,-67.56,0.00,14031.77,13881.51,14042.12,919694575.00
44316.00,13962.68,-119.87,-0.01,13970.73,13941.63,14084.76,1024750363.00
44315.00,14082.55,31.52,0.00,14204.52,13952.80,14211.57,994153310.00
44314.00,14051.03,-39.19,0.00,14082.78,14034.70,14133.65,861229540.00
44313.00,14090.22,-48.56,0.00,14170.91,14064.28,14171.24,871200830.00
44312.00,14138.78,121.97,0.01,14052.38,14019.50,14154.03,867745142.00
44309.00,14016.81,198.40,0.01,13861.37,13856.83,14062.74,843297619.00
44308.00,13818.41,-131.81,-0.01,13952.57,13771.04,14015.87,871275744.00
44307.00,13950.22,163.95,0.01,13745.77,13706.86,13951.35,819759113.00
44306.00,13786.27,-128.50,-0.01,13894.46,13698.67,13927.67,875273507.00
44305.00,13914.77,-137.57,-0.01,13984.58,13842.57,14041.79,907063735.00
44302.00,14052.34,13.58,0.00,14059.11,13977.05,14062.50,962783240.00
44301.00,14038.76,180.92,0.01,13983.23,13970.42,14049.13,867560678.00
44300.00,13857.84,-138.26,-0.01,14004.08,13839.04,14033.63,812847005.00
44299.00,13996.10,146.10,0.01,13902.45,13902.45,14011.51,839449567.00
44298.00,13850.00,-50.19,0.00,13854.44,13783.95,13877.00,894010061.00
44295.00,13900.19,70.88,0.01,13787.02,13748.35,13905.41,785756260.00
44294.00,13829.31,140.47,0.01,13796.89,13758.71,13830.14,870914864.00
44293.00,13688.84,-9.54,0.00,13675.30,13653.59,13733.03,819484397.00
44292.00,13698.38,-7.21,0.00,13681.67,13674.28,13776.71,870629999.00
44291.00,13705.59,225.48,0.02,13594.90,13582.76,13720.58,916611526.00
44287.00,13480.11,233.24,0.02,13414.33,13404.18,13487.08,939156279.00
44286.00,13246.87,201.48,0.02,13122.57,13118.38,13325.54,1205593287.00
44285.00,13045.39,-14.26,0.00,13008.80,12922.57,13075.75,983511832.00
44284.00,13059.65,-79.07,-0.01,13103.97,12968.16,13143.41,1064035993.00
44281.00,13138.72,161.04,0.01,12996.03,12878.72,13149.55,1139334980.00
44280.00,12977.68,15.79,0.00,12844.58,12786.81,13021.86,1165861166.00
44279.00,12961.89,-265.81,-0.02,13289.24,12961.35,13292.92,1194402512.00
44278.00,13227.70,-149.84,-0.01,13381.44,13202.43,13405.15,1190513568.00
44277.00,13377.54,162.30,0.01,13278.78,13278.78,13455.64,1111502918.00
44274.00,13215.24,99.07,0.01,13119.90,13039.45,13252.37,2928182829.00
44273.00,13116.17,-409.03,-0.03,13349.20,13101.92,13384.46,1221989548.00
44272.00,13525.20,53.63,0.00,13336.92,13272.69,13595.00,1175361212.00
44271.00,13471.57,11.86,0.00,13523.17,13397.09,13620.71,1095654417.00
44270.00,13459.71,139.85,0.01,13323.47,13272.50,13460.35,1127316129.00
44267.00,13319.86,-78.81,-0.01,13222.81,13158.72,13324.69,1090622746.00
44266.00,13398.67,329.84,0.03,13273.31,13246.33,13433.62,1189158776.00
44265.00,13068.83,-4.99,0.00,13234.73,13035.44,13277.11,1215442881.00
44264.00,13073.82,464.66,0.04,12923.07,12882.49,13151.54,1277842972.00
44263.00,12609.16,-310.99,-0.02,12904.26,12599.23,13001.00,1271712766.00
44260.00,12920.15,196.68,0.02,12860.04,12397.05,12941.21,1556930410.00
44259.00,12723.47,-274.28,-0.02,12953.99,12553.96,13068.71,1577590261.00
44258.00,12997.75,-361.04,-0.03,13336.25,12995.07,13372.52,1162263124.00
44257.00,13358.79,-230.04,-0.02,13599.45,13352.00,13601.33,1077969583.00
44256.00,13588.83,396.48,0.03,13406.16,13362.66,13596.59,1095016164.00
44253.00,13192.35,72.92,0.01,13232.90,13024.53,13368.06,1443266581.00
44252.00,13119.43,-478.54,-0.04,13512.64,13066.38,13602.86,1331339988.00
44251.00,13597.97,132.77,0.01,13400.25,13286.59,13607.36,1239170644.00
44250.00,13465.20,-67.85,-0.01,13262.61,13003.98,13526.09,1640649105.00
44249.00,13533.05,-341.42,-0.02,13714.20,13530.96,13757.06,1369600766.00
44246.00,13874.47,9.11,0.00,13929.20,13842.60,13985.58,1314101508.00
44245.00,13865.36,-100.14,-0.01,13814.67,13714.35,13905.96,1236358515.00
44244.00,13965.50,-82.00,-0.01,13911.65,13804.26,13976.43,1348068187.00
44243.00,14047.50,-47.97,0.00,14152.22,13995.45,14175.12,1489414085.00
44239.00,14095.47,69.70,0.00,13979.21,13937.71,14102.04,1321168509.00
44238.00,14025.77,53.24,0.00,14045.21,13916.85,14058.91,1977343640.00
44237.00,13972.53,-35.17,0.00,14093.35,13845.47,14109.12,1829934580.00
44236.00,14007.70,20.06,0.00,13966.82,13966.55,14044.95,1524171983.00
44235.00,13987.64,131.35,0.01,13937.06,13894.15,13987.74,1614616879.00
44232.00,13856.30,78.55,0.01,13824.88,13761.66,13878.16,1258291186.00
44231.00,13777.74,167.20,0.01,13674.06,13631.62,13778.42,1291105249.00
44230.00,13610.54,-2.23,0.00,13718.31,13585.34,13723.83,1357279498.00
44229.00,13612.78,209.38,0.02,13543.10,13535.86,13652.70,1426151742.00
44228.00,13403.39,332.70,0.03,13226.18,13132.47,13431.46,1387188718.00
44225.00,13070.70,-266.46,-0.02,13284.72,12985.05,13322.00,1778892915.00
44224.00,13337.16,66.56,0.01,13323.29,13316.52,13507.64,2161862401.00
44223.00,13270.60,-355.47,-0.03,13486.58,13192.91,13538.42,2188789822.00
44222.00,13626.07,-9.93,0.00,13681.72,13603.19,13702.69,1249643143.00
44221.00,13635.99,92.93,0.01,13681.21,13368.68,13728.98,1432082595.00
44218.00,13543.06,12.15,0.00,13474.81,13463.66,13567.14,1134281012.00
44217.00,13530.92,73.67,0.01,13521.48,13454.08,13560.35,1339573196.00
44216.00,13457.25,260.07,0.02,13342.55,13329.77,13486.13,1291175525.00
44215.00,13197.18,198.68,0.02,13132.73,13078.70,13206.86,1218692364.00
44211.00,12998.50,-114.14,-0.01,13099.90,12949.76,13139.83,1258100594.00
44210.00,13112.64,-16.31,0.00,13174.76,13098.41,13220.16,1207956385.00
44209.00,13128.95,56.52,0.00,13088.01,13051.07,13171.15,1273948852.00
44208.00,13072.43,36.00,0.00,13062.06,12963.92,13105.04,1253424816.00
44207.00,13036.43,-165.54,-0.01,13048.78,12999.51,13138.27,1239166515.00
44204.00,13201.98,134.50,0.01,13160.22,13036.55,13208.09,1333527284.00
44203.00,13067.48,326.69,0.03,12867.34,12867.34,13090.91,1253074458.00
44202.00,12740.79,-78.17,-0.01,12666.15,12649.99,12909.63,1452037915.00
44201.00,12818.96,120.51,0.01,12665.65,12665.65,12828.27,1210780844.00
44200.00,12698.45,-189.83,-0.01,12958.52,12543.24,12958.73,1270118564.00
44196.00,12888.28,18.28,0.00,12877.09,12821.23,12902.07,987148390.00
44195.00,12870.00,19.78,0.00,12906.51,12857.76,12924.93,954009556.00
44194.00,12850.22,-49.20,0.00,12965.39,12821.96,12973.33,896812804.00
44193.00,12899.42,94.69,0.01,12914.64,12827.45,12930.89,978337087.00
44189.00,12804.73,33.62,0.00,12791.54,12767.64,12833.55,584092355.00
44188.00,12771.11,-36.80,0.00,12834.94,12758.67,12841.92,1232987959.00
44187.00,12807.92,65.40,0.01,12785.22,12695.31,12840.57,1114375429.00
44186.00,12742.52,-13.12,0.00,12596.14,12525.22,12751.27,1106823450.00
44183.00,12755.64,-9.11,0.00,12804.93,12654.61,12809.60,2805294717.00
44182.00,12764.75,106.56,0.01,12730.78,12696.35,12765.25,1019492986.00
44181.00,12658.19,63.13,0.01,12611.04,12566.38,12687.32,985821560.00
44180.00,12595.06,155.02,0.01,12543.26,12465.42,12596.13,915620739.00
44179.00,12440.04,62.17,0.01,12447.44,12432.71,12543.00,983309114.00
44176.00,12377.87,-27.94,0.00,12336.79,12246.77,12383.50,876144774.00
44175.00,12405.81,66.86,0.01,12247.55,12214.74,12431.56,893260144.00
44174.00,12338.95,-243.82,-0.02,12591.69,12290.78,12607.14,1074925148.00
44173.00,12582.77,62.83,0.01,12503.17,12453.21,12594.54,973772158.00
44172.00,12519.95,55.71,0.00,12461.00,12460.55,12536.23,931776523.00
44169.00,12464.23,87.05,0.01,12399.32,12376.44,12464.23,1000577803.00
44168.00,12377.18,27.82,0.00,12369.26,12356.99,12439.02,928311644.00
44167.00,12349.37,-5.74,0.00,12285.75,12217.35,12360.06,985810730.00
44166.00,12355.11,156.37,0.01,12313.36,12263.93,12405.79,1275873105.00
44165.00,12198.74,-7.11,0.00,12224.25,12027.16,12244.65,1759420921.00
44162.00,12205.85,111.44,0.01,12159.18,12154.57,12236.23,655992662.00
44160.00,12094.40,57.08,0.00,12053.89,12020.95,12114.77,899552669.00
44159.00,12037.33,156.69,0.01,11939.33,11863.45,12049.88,1274261263.00
44158.00,11880.63,25.66,0.00,11916.76,11796.53,11949.33,1054082353.00
44155.00,11854.97,-49.74,0.00,11892.70,11852.51,11935.47,1118949290.00
44154.00,11904.71,103.11,0.01,11779.04,11760.98,11912.64,1083630855.00
44153.00,11801.60,-97.74,-0.01,11896.06,11799.96,11942.49,963951121.00
44152.00,11899.34,-24.79,0.00,11913.35,11852.41,11950.18,849408563.00
44151.00,11924.13,94.84,0.01,11847.11,11814.89,11937.72,935396846.00
44148.00,11829.29,119.70,0.01,11794.94,11715.52,11849.79,787303337.00
44147.00,11709.59,-76.84,-0.01,11802.50,11666.37,11847.84,829443011.00
44146.00,11786.43,232.58,0.02,11656.65,11638.90,11793.58,819256491.00
44145.00,11553.86,-159.93,-0.01,11622.44,11424.61,11665.87,1032337518.00
44144.00,11713.78,-181.45,-0.02,12046.66,11703.49,12108.07,1405529670.00
44141.00,11895.23,4.30,0.00,11869.90,11737.13,11920.54,893716160.00
44140.00,11890.93,300.15,0.03,11816.33,11784.15,11924.28,828682085.00
44139.00,11590.78,430.21,0.04,11443.78,11394.21,11663.31,852150196.00
44138.00,11160.57,202.96,0.02,11038.66,11004.84,11213.92,710540961.00
44137.00,10957.61,46.02,0.00,11010.45,10830.95,11071.08,715791552.00
44134.00,10911.59,-274.00,-0.02,11103.47,10822.57,11129.81,873944802.00
44133.00,11185.59,180.73,0.02,11064.47,11030.19,11287.63,733265174.00
44132.00,11004.87,-426.48,-0.04,11230.90,10999.07,11249.95,856545820.00
44131.00,11431.35,72.41,0.01,11409.34,11361.86,11465.06,676348688.00
44130.00,11358.94,-189.34,-0.02,11440.64,11221.06,11545.63,690963372.00
44127.00,11548.28,42.28,0.00,11536.01,11434.86,11548.85,657556620.00
44126.00,11506.01,21.31,0.00,11526.98,11369.29,11548.77,750161029.00
44125.00,11484.69,-31.80,0.00,11530.39,11476.08,11613.79,753845694.00
44124.00,11516.49,37.51,0.00,11531.83,11471.24,11632.89,714588535.00
44123.00,11478.98,-192.67,-0.02,11732.34,11454.57,11778.11,755000684.00
44120.00,11671.66,-42.32,0.00,11761.83,11648.53,11827.42,741756050.00
44119.00,11713.97,-54.86,0.00,11559.88,11559.10,11740.68,661411955.00
44118.00,11768.83,-95.17,-0.01,11889.07,11714.35,11939.92,697014435.00
44117.00,11864.00,-12.36,0.00,11901.76,11821.83,11946.98,729331727.00
44116.00,11876.36,296.32,0.03,11732.33,11704.13,11965.54,830648668.00
44113.00,11580.05,158.97,0.01,11487.60,11476.66,11581.23,729772508.00
44112.00,11421.08,56.38,0.00,11443.35,11384.33,11448.23,715150792.00
44111.00,11364.70,210.00,0.02,11271.68,11258.35,11380.56,834934910.00
44110.00,11154.70,-177.88,-0.02,11314.53,11124.45,11392.41,936320248.00
44109.00,11332.58,257.47,0.02,11169.11,11162.52,11335.21,781320709.00
44106.00,11075.11,-251.49,-0.02,11082.53,11033.69,11244.87,810858795.00
44105.00,11326.61,158.93,0.01,11291.99,11240.53,11344.13,843821883.00
44104.00,11167.68,82.26,0.01,11092.90,11092.90,11277.96,1016601382.00
44103.00,11085.42,-32.28,0.00,11109.00,11065.63,11153.23,763316830.00
44102.00,11117.70,203.97,0.02,11084.38,11019.14,11120.80,840419497.00
44099.00,10913.73,241.30,0.02,10680.46,10639.98,10939.55,820006568.00
44098.00,10672.43,39.28,0.00,10551.02,10520.22,10799.55,923435358.00
44097.00,10633.15,-330.62,-0.03,10950.83,10612.92,10962.03,962398058.00
44096.00,10963.77,184.84,0.02,10873.30,10737.52,10979.65,845800257.00
44095.00,10778.94,-14.34,0.00,10610.14,10519.49,10782.74,1023354869.00
44092.00,10793.28,-117.00,-0.01,10973.45,10639.95,10977.68,2407246070.00
44091.00,10910.28,-140.19,-0.01,10796.05,10783.81,10974.45,936992506.00
44090.00,11050.47,-139.86,-0.01,11222.08,11046.43,11245.42,923763851.00
44089.00,11190.32,133.67,0.01,11193.96,11127.98,11244.46,828014857.00
44088.00,11056.65,203.11,0.02,11010.14,10982.26,11118.29,882028957.00
44085.00,10853.55,-66.05,-0.01,11010.07,10728.03,11033.05,817025236.00
44084.00,10919.59,-221.97,-0.02,11235.53,10875.02,11299.53,898019996.00
44083.00,11141.56,293.87,0.03,11064.77,10970.45,11217.69,861837930.00
44082.00,10847.69,-465.44,-0.04,10900.70,10837.20,11131.50,984130283.00
44078.00,11313.13,-144.97,-0.01,11396.24,10875.87,11531.19,1017212294.00
44077.00,11458.10,-598.34,-0.05,11861.90,11361.36,11894.40,1052813927.00
44076.00,12056.44,116.78,0.01,12047.26,11836.18,12074.07,903543670.00
44075.00,11939.67,164.21,0.01,11850.96,11794.78,11945.72,812614532.00
44074.00,11775.46,79.82,0.01,11718.81,11697.42,11829.84,940532498.00
44071.00,11695.63,70.30,0.01,11689.28,11634.77,11708.77,694248893.00
44070.00,11625.34,-39.72,0.00,11688.20,11551.01,11730.01,773519928.00
44069.00,11665.06,198.59,0.02,11516.62,11507.46,11672.05,738614784.00
44068.00,11466.47,86.75,0.01,11370.23,11343.04,11468.26,719873532.00
44067.00,11379.72,67.92,0.01,11449.25,11297.53,11462.05,837051277.00
44064.00,11311.80,46.85,0.00,11258.45,11245.44,11326.22,879964179.00
44063.00,11264.95,118.49,0.01,11096.40,11090.03,11283.62,830320536.00
44062.00,11146.46,-64.38,-0.01,11214.80,11132.10,11257.42,752241071.00
44061.00,11210.84,81.12,0.01,11170.75,11103.83,11230.62,736484959.00
44060.00,11129.73,110.42,0.01,11083.25,11080.30,11144.53,741240790.00
44057.00,11019.30,-23.20,0.00,11042.24,10972.06,11058.44,729019944.00
44056.00,11042.50,30.27,0.00,11026.86,11007.50,11124.85,750921369.00
44055.00,11012.24,229.42,0.02,10878.12,10877.16,11036.72,811574131.00
44054.00,10782.82,-185.53,-0.02,10942.66,10762.71,10989.42,969232739.00
44053.00,10968.36,-42.63,0.00,11033.73,10849.46,11040.24,894843598.00
44050.00,11010.98,-97.09,-0.01,11072.53,10920.37,11126.04,891076744.00
44049.00,11108.07,109.67,0.01,10989.98,10963.41,11121.19,876405114.00
44048.00,10998.40,57.23,0.01,10967.87,10943.72,11002.11,887008171.00
44047.00,10941.17,38.37,0.00,10897.89,10852.90,10941.91,886041801.00
44046.00,10902.80,157.52,0.01,10848.64,10831.15,10927.56,904386396.00
44043.00,10745.28,157.46,0.01,10741.47,10557.70,10747.80,1086466605.00
44042.00,10587.81,44.87,0.00,10450.12,10412.09,10609.59,897256519.00
44041.00,10542.94,140.85,0.01,10474.70,10464.00,10567.91,878491132.00
44040.00,10402.09,-134.17,-0.01,10509.20,10397.87,10523.64,810995931.00
44039.00,10536.27,173.09,0.02,10421.70,10399.86,10546.44,912982063.00
44036.00,10363.18,-98.24,-0.01,10294.41,10217.31,10418.75,909485655.00
44035.00,10461.42,-244.71,-0.02,10689.50,10407.87,10728.12,990587162.00
44034.00,10706.13,25.76,0.00,10687.58,10627.45,10745.32,841396938.00
44033.00,10680.36,-86.73,-0.01,10837.88,10650.46,10839.93,1063395292.00
44032.00,10767.09,263.90,0.03,10526.02,10488.04,10783.80,937325536.00
44029.00,10503.19,29.36,0.00,10500.52,10421.21,10532.62,951843149.00
44028.00,10473.83,-76.66,-0.01,10443.87,10364.39,10499.79,873486243.00
44027.00,10550.49,61.92,0.01,10576.72,10420.54,10604.67,1044230288.00
44026.00,10488.58,97.73,0.01,10310.25,10182.46,10497.83,974172730.00
44025.00,10390.84,-226.60,-0.02,10729.92,10368.04,10824.79,1075368791.00
44022.00,10617.44,69.69,0.01,10545.91,10447.01,10622.35,781917531.00
44021.00,10547.75,55.25,0.01,10563.72,10379.91,10578.10,901214585.00
44020.00,10492.50,148.61,0.01,10409.35,10350.96,10494.64,901928853.00
44019.00,10343.89,-89.76,-0.01,10412.46,10337.98,10518.98,946994389.00
44018.00,10433.65,226.02,0.02,10360.38,10354.98,10462.05,1043742063.00
44014.00,10207.63,53.00,0.01,10268.67,10194.06,10310.36,886999961.00
