trade_id,asset,dt_enter,dt_exit,success,n,rtn
568,IVV,4/4/22,4/13/22,-1,8,-0.0014071443155793198
569,IVV,4/5/22,4/12/22,-1,6,-0.0052785482236649105
570,IVV,4/6/22,4/13/22,-1,6,-0.0011788102919174889
571,IVV,4/7/22,4/19/22,-1,9,0.000735780049974905
572,IVV,4/8/22,4/19/22,-1,8,0.00021272789405764501
573,IVV,4/11/22,4/19/22,-1,7,0.0006246216181471865
574,IVV,4/12/22,,0,3,
575,IVV,4/13/22,,0,3,
576,IVV,4/14/22,4/19/22,1,4,0.002487582713292023
577,IVV,4/18/22,,0,3,
578,IVV,4/19/22,,0,3,
579,IVV,4/20/22,4/28/22,-1,7,-0.004196731389337926
580,IVV,4/21/22,4/28/22,-1,6,-0.004745455943712726
581,IVV,4/22/22,4/29/22,-1,6,-0.008688062428221665
582,IVV,4/25/22,4/25/22,1,1,0.009950330853168092
583,IVV,4/26/22,4/28/22,1,3,0.003316776951056031
584,IVV,4/27/22,5/3/22,1,5,0.0019900661706336183
585,IVV,4/28/22,5/3/22,1,4,0.002487582713292023
586,IVV,4/29/22,5/4/22,1,4,0.002487582713292023
587,IVV,5/2/22,5/2/22,1,1,0.009950330853168092
588,IVV,5/3/22,5/6/22,1,4,0.002487582713292023
589,IVV,5/4/22,5/12/22,-1,7,-0.0071321354211638655
590,IVV,5/5/22,5/12/22,-1,6,-0.013263277894350672
591,IVV,5/6/22,5/13/22,-1,6,-0.0032282434554150186
592,IVV,5/9/22,5/16/22,-1,6,-0.0030300501137965857
593,IVV,5/10/22,5/13/22,1,4,0.002487582713292023
594,IVV,5/11/22,5/13/22,1,3,0.003316776951056031
595,IVV,5/12/22,5/13/22,1,2,0.004975165426584046
596,IVV,5/13/22,,0,3,
597,IVV,5/16/22,5/17/22,1,2,0.004975165426584046
598,IVV,5/17/22,5/25/22,-1,7,0.0005592828255642643
599,IVV,5/18/22,5/25/22,-1,6,-0.002765490641423457
600,IVV,5/19/22,5/20/22,1,2,0.004975165426584046
601,IVV,5/20/22,5/20/22,1,1,0.009950330853168092
602,IVV,5/23/22,,0,3,
603,IVV,5/24/22,5/25/22,1,2,0.004975165426584046
604,IVV,5/25/22,,0,3,
605,IVV,5/26/22,,0,3,
606,IVV,5/27/22,,0,3,
607,IVV,5/31/22,6/1/22,1,2,0.004975165426584046
608,IVV,6/1/22,6/2/22,1,2,0.004975165426584046
609,IVV,6/2/22,,0,3,
610,IVV,6/3/22,6/10/22,-1,6,-0.010327860631950571
611,IVV,6/6/22,,0,3,
612,IVV,6/7/22,6/7/22,1,1,0.009950330853168092
613,IVV,6/8/22,6/15/22,-1,6,-0.014233389381557713
614,IVV,6/9/22,6/16/22,-1,6,-0.01798598345048406
615,IVV,6/10/22,6/17/22,-1,6,-0.01320300458405164
616,IVV,6/13/22,6/21/22,-1,7,-0.0034516192344128905
617,IVV,6/14/22,6/15/22,1,2,0.004975165426584046
618,IVV,6/15/22,6/21/22,1,5,0.0019900661706336183
619,IVV,6/16/22,6/22/22,1,5,0.0019900661706336183
620,IVV,6/17/22,,0,3,
621,IVV,6/21/22,,0,3,
622,IVV,6/22/22,6/23/22,1,2,0.004975165426584046
623,IVV,6/23/22,,0,3,
624,IVV,6/24/22,,0,3,
625,IVV,6/27/22,7/6/22,-1,8,-0.0009051451570699482
626,IVV,6/28/22,7/6/22,-1,7,-0.0005144676291994884
627,IVV,6/29/22,7/1/22,1,3,0.003316776951056031
628,IVV,6/30/22,7/1/22,1,2,0.004975165426584046
629,IVV,7/1/22,7/5/22,1,3,0.003316776951056031
630,IVV,7/5/22,7/5/22,1,1,0.009950330853168092
631,IVV,7/6/22,,0,3,
632,IVV,7/7/22,,0,3,
633,IVV,7/8/22,7/18/22,1,7,0.0014214758361668703
634,IVV,7/11/22,7/18/22,1,6,0.0016583884755280154
635,IVV,7/12/22,7/15/22,1,4,0.002487582713292023
636,IVV,7/13/22,7/15/22,1,3,0.003316776951056031
637,IVV,7/14/22,7/15/22,1,2,0.004975165426584046
638,IVV,7/15/22,,0,3,
639,IVV,7/18/22,7/19/22,1,2,0.004975165426584046
640,IVV,7/19/22,,0,3,
641,IVV,7/20/22,,0,3,
642,IVV,7/21/22,,0,3,
643,IVV,7/22/22,7/27/22,1,4,0.002487582713292023
644,IVV,7/25/22,7/27/22,1,3,0.003316776951056031
645,IVV,7/26/22,7/27/22,1,2,0.004975165426584046
646,IVV,7/27/22,,0,3,
647,IVV,7/28/22,,0,3,
648,IVV,7/29/22,,0,3,
649,IVV,8/1/22,8/3/22,1,3,0.003316776951056031
650,IVV,8/2/22,,0,3,
651,IVV,8/3/22,,0,3,
652,IVV,8/4/22,8/8/22,1,3,0.003316776951056031
653,IVV,8/5/22,8/8/22,1,2,0.004975165426584046
654,IVV,8/8/22,,0,3,
655,IVV,8/9/22,,0,3,
656,IVV,8/10/22,,0,3,
657,IVV,8/11/22,,0,3,
658,IVV,8/12/22,,0,3,
659,IVV,8/15/22,,0,3,
660,IVV,8/16/22,8/24/22,-1,7,-0.0037298977997387434
661,IVV,8/17/22,8/24/22,-1,6,-0.004698708832514096
662,IVV,8/18/22,8/26/22,-1,7,-0.005915870879617353
663,IVV,8/19/22,8/26/22,-1,6,-0.007391901658119526
664,IVV,8/22/22,8/29/22,-1,6,-0.0061788598092403875
665,IVV,8/23/22,,0,3,
666,IVV,8/24/22,9/2/22,-1,8,-0.005005826286339919
667,IVV,8/25/22,9/2/22,-1,7,-0.006165820104277109
668,IVV,8/26/22,9/2/22,-1,6,-0.00952522810407671
669,IVV,8/29/22,9/7/22,-1,8,-0.0010553840261636777
670,IVV,8/30/22,9/7/22,-1,7,-0.00034260035691444557
671,IVV,8/31/22,9/2/22,1,3,0.003316776951056031
672,IVV,9/1/22,9/1/22,1,1,0.009950330853168312
673,IVV,9/2/22,9/7/22,1,4,0.002487582713292023
674,IVV,9/6/22,,0,3,
675,IVV,9/7/22,,0,3,
676,IVV,9/8/22,,0,3,
677,IVV,9/9/22,9/20/22,-1,8,-0.0034360302461499885
678,IVV,9/12/22,9/20/22,-1,7,-0.00618635139785295
679,IVV,9/13/22,9/20/22,-1,6,-0.00900758173450275
680,IVV,9/14/22,9/22/22,-1,7,-0.0050170888761458515
681,IVV,9/15/22,9/22/22,-1,6,-0.006486879582598433
682,IVV,9/16/22,9/19/22,1,2,0.004975165426584046
683,IVV,9/19/22,9/21/22,1,3,0.003316776951056031
684,IVV,9/20/22,9/21/22,1,2,0.004975165426584046
685,IVV,9/21/22,9/28/22,-1,6,-0.005126166098490943
686,IVV,9/22/22,9/29/22,-1,6,-0.0057234282301055865
687,IVV,9/23/22,9/30/22,-1,6,-0.006944690695332704
688,IVV,9/26/22,9/27/22,1,2,0.004975165426584046
689,IVV,9/27/22,9/30/22,1,4,0.002487582713292078
690,IVV,9/28/22,9/30/22,1,3,0.003316776951056104
691,IVV,9/29/22,10/4/22,1,4,0.002487582713292023
692,IVV,9/30/22,10/3/22,1,2,0.004975165426584046
693,IVV,10/3/22,,0,3,
694,IVV,10/4/22,,0,3,
695,IVV,10/5/22,10/6/22,1,2,0.004975165426584046
696,IVV,10/6/22,10/13/22,-1,6,-0.0032425395798153164
697,IVV,10/7/22,10/14/22,-1,6,-0.005451644737317782
698,IVV,10/10/22,10/11/22,1,2,0.004975165426584046
699,IVV,10/11/22,10/13/22,1,3,0.003316776951056031
700,IVV,10/12/22,10/13/22,1,2,0.004975165426584046
701,IVV,10/13/22,10/13/22,1,1,0.009950330853168092
702,IVV,10/14/22,10/17/22,1,2,0.004975165426584046
703,IVV,10/17/22,,0,3,
704,IVV,10/18/22,,0,3,
705,IVV,10/19/22,10/20/22,1,2,0.004975165426584046
706,IVV,10/20/22,10/21/22,1,2,0.004975165426584156
707,IVV,10/21/22,,0,3,
708,IVV,10/24/22,,0,3,
709,IVV,10/25/22,,0,3,
710,IVV,10/26/22,10/28/22,1,3,0.003316776951055957
711,IVV,10/27/22,,0,3,
712,IVV,10/28/22,,0,3,
713,IVV,10/31/22,11/8/22,-1,7,-0.0011202793548946532
714,IVV,11/1/22,11/9/22,-1,7,-0.003061556574493771
715,IVV,11/2/22,11/8/22,1,5,0.0019900661706336183
716,IVV,11/3/22,11/4/22,1,2,0.004975165426584046
717,IVV,11/4/22,,0,3,
718,IVV,11/7/22,,0,3,
719,IVV,11/8/22,11/10/22,1,3,0.003316776951056031
720,IVV,11/9/22,11/10/22,1,2,0.004975165426584046
721,IVV,11/10/22,,0,3,
722,IVV,11/11/22,,0,3,
723,IVV,11/14/22,,0,3,
724,IVV,11/15/22,11/18/22,1,4,0.002487582713292023
725,IVV,11/16/22,11/22/22,1,5,0.0019900661706336183
726,IVV,11/17/22,11/18/22,1,2,0.004975165426584046
727,IVV,11/18/22,,0,3,
728,IVV,11/21/22,,0,3,
729,IVV,11/22/22,,0,3,
730,IVV,11/23/22,11/30/22,1,6,0.0016583884755280154
731,IVV,11/25/22,11/30/22,1,4,0.002487582713292023
732,IVV,11/28/22,11/30/22,1,3,0.003316776951056031
733,IVV,11/29/22,,0,3,
734,IVV,11/30/22,,0,3,
735,IVV,12/1/22,12/9/22,-1,7,-0.00364910372998066
736,IVV,12/2/22,12/9/22,-1,6,-0.004187353874245355
737,IVV,12/5/22,12/12/22,-1,6,-0.001684958731356977
738,IVV,12/6/22,12/13/22,1,6,0.0016583884755280154
739,IVV,12/7/22,,0,3,
740,IVV,12/8/22,,0,3,
741,IVV,12/9/22,,0,3,
742,IVV,12/12/22,,0,3,
743,IVV,12/13/22,12/21/22,-1,7,-0.00315441503915301
744,IVV,12/14/22,12/21/22,-1,6,-0.004288477650716268
745,IVV,12/15/22,12/22/22,-1,6,-0.005568923790400762
746,IVV,12/16/22,12/23/22,-1,6,-0.0005235447825039928
747,IVV,12/19/22,12/21/22,1,3,0.003316776951056031
748,IVV,12/20/22,12/22/22,1,3,0.003316776951056031
749,IVV,12/21/22,12/22/22,1,2,0.004975165426584046
750,IVV,12/22/22,12/30/22,-1,7,7.810364548045211e-05
751,IVV,12/23/22,12/29/22,1,5,0.0019900661706336183
752,IVV,12/27/22,12/29/22,1,3,0.003316776951056031
753,IVV,12/28/22,12/29/22,1,2,0.004975165426584046
754,IVV,12/29/22,,0,3,
755,IVV,12/30/22,1/3/23,1,3,0.003316776951056031
756,IVV,1/3/23,1/4/23,1,2,0.004975165426584046
757,IVV,1/4/23,,0,3,
758,IVV,1/5/23,1/6/23,1,2,0.004975165426584046
759,IVV,1/6/23,,0,3,
760,IVV,1/9/23,,0,3,
761,IVV,1/10/23,,0,3,
762,IVV,1/11/23,,0,3,
763,IVV,1/12/23,,0,3,
764,IVV,1/13/23,1/23/23,1,7,0.0014214758361668703
765,IVV,1/17/23,1/23/23,1,5,0.0019900661706336183
766,IVV,1/18/23,1/23/23,1,4,0.002487582713292023
767,IVV,1/19/23,1/20/23,1,2,0.004975165426584046
768,IVV,1/20/23,,0,3,
769,IVV,1/23/23,,0,3,
770,IVV,1/24/23,1/26/23,1,3,0.003316776951056031
771,IVV,1/25/23,1/25/23,1,1,0.009950330853168092
772,IVV,1/26/23,,0,3,
773,IVV,1/27/23,1/31/23,1,3,0.003316776951056031
774,IVV,1/30/23,1/31/23,1,2,0.004975165426584046
775,IVV,1/31/23,,0,3,
776,IVV,2/1/23,2/1/23,1,1,0.009950330853167872
777,IVV,2/2/23,,0,3,
778,IVV,2/3/23,2/10/23,-1,6,-0.0018235002726059975
779,IVV,2/6/23,2/7/23,1,2,0.004975165426584046
780,IVV,2/7/23,,0,3,
781,IVV,2/8/23,2/15/23,-1,6,0.0011783728088405729
782,IVV,2/9/23,2/13/23,1,3,0.003316776951056031
783,IVV,2/10/23,,0,3,
784,IVV,2/13/23,,0,3,
785,IVV,2/14/23,2/15/23,1,2,0.004975165426584046
786,IVV,2/15/23,2/24/23,-1,8,-0.0038035388779869574
787,IVV,2/16/23,2/24/23,-1,7,-0.004802165378688192
788,IVV,2/17/23,2/27/23,-1,7,-0.0023689494140906177
789,IVV,2/21/23,2/28/23,-1,6,-0.0029389817862441312
790,IVV,2/22/23,2/27/23,1,4,0.002487582713292023
791,IVV,2/23/23,2/27/23,1,3,0.003316776951055957
792,IVV,2/24/23,2/27/23,1,2,0.004975165426584046
793,IVV,2/27/23,,0,3,
794,IVV,2/28/23,3/2/23,1,3,0.003316776951056031
795,IVV,3/1/23,,0,3,
796,IVV,3/2/23,,0,3,
797,IVV,3/3/23,,0,3,
798,IVV,3/6/23,3/14/23,-1,7,-0.003031069678043778
799,IVV,3/7/23,3/14/23,-1,6,-0.0037227015067292086
800,IVV,3/8/23,3/16/23,-1,7,0.000633306423517916
801,IVV,3/9/23,3/16/23,-1,6,0.0004488013013411583
802,IVV,3/10/23,3/14/23,1,3,0.003316776951056031
803,IVV,3/13/23,3/14/23,1,2,0.004975165426584046
804,IVV,3/14/23,,0,3,
805,IVV,3/15/23,3/16/23,1,2,0.004975165426584046
806,IVV,3/16/23,,0,3,
807,IVV,3/17/23,3/21/23,1,3,0.003316776951056031
808,IVV,3/20/23,,0,3,
809,IVV,3/21/23,,,,
810,IVV,3/22/23,,,,
811,IVV,3/23/23,,,,
